"","pprice","pdescrip"
"91","350.00","
                            The original Tree of Life painting landscape painting made with acrylic paints. Sunset colors. Painted on canvas, ready to hang but better choice will be make frame for this painting.31,5 x15,5 x1,5 inch or 40x80 x4 cm-Camera never does the art or colors justice.***This Piece is ready to ship-YOU WILL RECEIVE THE EXACT PAINTING PICTURED ABOVE- please note that your iPad/iPhone screen, or pc monitor may display colors/hues slightly cooler or warmer.If you are interested in my other paintings, please visit my second shop with paintingshttps://www.etsy.com/shop/creartingAC?ref=hdr_shop_menu            
        "
"92","355.00","
                            ""Spring Daydreams"" -White Flower Blooming Tree of Life Modern Painting Cherry Tree Original textured palette knife paintings Flowers Landscape commissioned Floral Light Blue Brown Mixed media acrylic on 24x48x1.5"" Gallery wrapped canvas. - brown, rust, pale blue-green, birds egg blue, pale green, cream, pale gold, white, black, Metallic Bronze. - Hand-painted, one-of-a-kind.  Beautiful, vibrant, wonderful texture! The sides of the canvas are painted black so your new painting is ready to hang! The visual quality of this textured, painting is stunning in both indoor, and natural light. Each painting purchased comes with a signed and dated Certificate of Authenticity verifying that this is an original piece of art created by internationally collected artist, Christine Krainock___________________________________________________________****THIS LISTING IS TO COMMISSION A PAINTING TO BE CREATED WHICH IS SIMILAR TO THE SOLD PAINTING SHOWN.  PLEASE SEE SHOP ANNOUNCEMENT, OR CONTACT FOR CURRENT COMMISSIONED PAINTING LEAD TIMES.****___________________________________________________________To view more of Christine's available paintings click:www.etsy.com/shop/christinekrainnockFor Prints:http://www.christine-krainock.fineartamerica.com (Copy and Paste into browser)Please ""LIKE"" me on Facebook to get updates on new paintings.http://www.facebook.com/ContemporaryartbychristineView and bookmark my website at:http://www.contemporaryartbychristine.com----------------------------------------------------------------------------------------------Materials:Mixed media Acrylic on 24x48x1.5"" Gallery wrapped canvas. The sides of the canvas are painted black so your new painting is ready to hang! ***This painting can also be reproduced as a similar, yet unique Commissioned Painting on a different size of canvas.  Please contact for pricing.Colors:  Shades of espresso brown, rust, pale / birds egg blue, white, pale gold, gold, cream, light green blackCOA:Each painting purchased comes with a signed and dated Certificate of Authenticity verifying that this is an original piece of art created by internationally collected artist, Christine Krainock.Shipping: Each painting is inspected and professionally packagedfor safe travel so that your painting arrives to you in perfect condition. All paintings are shipped with UPS within 1-3 business days after payment is received, or, in the case of a custom piece, upon completion. If you do not see your country as a shipping option, just contact me and I will quote rates and add it.  I ship to Australia using a third party forwarder, please contact me.Please contact me if you would like a custom piece created for you by commission.All images and paintings seen here are Copyright Contemporary Art by Christine.            
        "
"93","235.00","
                            This listing is for a MADE TO ORDER ORIGINAL painting of a previously sold one, seen in the images above. Your painting will be the same size, and VERY SIMILAR composition/colors. Once your purchase is processed, I will start on your painting right away and will require about 10-14 days  ,shipped out as soon as dry.Size: 40 x 30 x 1,5Gallery Back wrapped cotton stretched cacvas , painted sides, ready to hang.Medium: acrylic, impasto.Dominant colors:  aqua, black,  gray, white, silver, gold, brown.Support: wooden streched bars.Signature on the side and on the back.     I use only the finest quality high grade acrylic /oil paints and gallery wrap or gallery wrap style canvas(has staples at the back),ready to hang so that you can enjoy your painting for a lifetime. Finished with a glaze of UV varnish to protect against sunlight and dust damage.Payment: Credit cards and  PayPal are accepted.Shipping  10-14 business  days after receiving a payment. Your art will be shipped professionally packed with protective materials and wrapped in a cardboard.Thank you for looking!!!            
        "
"94","675.00","
                            Made to Order or customize this look: This artwork is made entirely of upcycled wood scraps. Wooden rectangles were painted in greens, blues, grays, browns and cream. I used a paint technique that allows some transparency so that each wood piece is rich with variation due to the wood grain. These colors are very soothing and would enhance the atmosphere in any home. 24x48 plus handmade frame. Your made to order piece will be very similar to the example shown.  No two pieces are exactly alike...each is beautiful and unique in its own right.  For my lead time on completing this piece or to discuss your ideas for customizing it,  just click the ""contact the shop owner"" hyperlink below and I'll get back with you soonHand created with love. Signed and dated on back.Please contact me for a shipping quote for international orders, as well as shipping to Alaska and Hawaii.Be sure to check out my shop policies if ordering:http://www.etsy.com/shop/moderntextures/policy?ref=ls_policies""Like"" my facebook page and get special discounts and offers: http://www.facebook.com/ModernTextures            
        "
"95","880.00","
                            Under the main photo from the right - click for zoom-------------------------------#6 Top Seller painting-------------------------------ABOUT THIS PAINTING MEANINGThis is a balanced composition of the familiar symbol of infinity.  It is characterized by warm and cool colors that blend together and create never-ending, beautiful harmony comprised of dynamic brushstrokes across the width of the painting.  It symbolizes infinity, unlimited possibilities, success, and balance.  A beautiful, impressive work of art with a modern, contemporary affinity.DETAILS* Name: The Infinity (Feng Shui)* Painter: Koby Feldmos* Size: 72"" x 36"" (180 x 90 cm)* Original handmade oil painting on canvas* Shipping ""ready to hang"" (stretched) in rigid box* Style: Modern, Abstract* Certification of Authenticity attached * Express shipping 3-4 days worldwide* 30 Days full money refund accepted THIS PAINTING IS SOLDYour painting will be created very similar in same style, color and size. After you order, I will start to create your painting within 2-3 days. I will finish it within 7-8 days. Then, I will send you an image of the painting for your acceptance. You can cancel the order and get a full money refund at any time.CUSTOM ORDERSwww.etsy.com/conversations/new?with_id=42819107ENTER THE SHOPwww.etsy.com/shop/KobyFeldmos-----------------------------------------------------------------REVIEWS ABOUT THIS PAINTING (from reviews page)1) Reviewed by awcherne on December 5, 2015""Not only is this painting beautiful, but Koby went above and beyond with customer service. He is an amazing artist and really cares about his customers.""2) Reviewed by michelle lee on January 20, 2015""I just got the first artwork from Koby, so happy to get it. The painting on canvas looks much better than on Web site. Beautiful !!! The painting meaning is perfect for me and my husband , starting marital life. Also. I really appreciate Koby, he is so friendly artist . I will be back for more of his work.""3) Reviewed by jxanderson on September 28, 2014""Fantastic original piece, bright colors, depth, visitors see the work from 20ft outside of my home. Will be back from additional works. Thank you!""4) Reviewed by jac Dominguez on September 23, 2014""This painting is absolutely what I need over my bed. Kolby even customized my colors and the size , Shipment was timely and packaged perfectly. I think I might even order another one of his paintings, and Kolby was wonderful and helpful during the whole process.""            
        "
"96","499.00","
                            ORIGINAL MODERN ART, Modern Painting, Large Modern Painting, Landscape Modern Red Wall Art Sale Home Decor by Nandita AlbrightA ONE-OF-A-KIND ABSOLUTELY ORIGINAL UNIQUE NEW - ORIGINAL OIL PAINTING ARTWORK DIRECT FROM MY STUDIO IN DALLAS TX BY Nandita Albright.******************************************~~NEW**ORIGINAL** ONE-OF-A-KIND**UNIQUE**GIFT~~http://www.etsy.com/shop/artgallerys ******************************************Artwork description:Original abstract modern art oil paintings on canvas Nandita Albright-Title: DEEP PASSION -3 -Size: 66"" x 24"" UNSTRETCHED CANVAS, 1.5"" border extra to allow for easy stretching-SHIPPED ROLLED-Medium: Acrylic-Signed and dated on the front and back by the artist, Nandita Albright*******************************************-THIS PAINTING IS SOLD, YOU WILL BE BUYING A MADE-TO-ORDER PAINTING THAT WILL BE THE SAME SIZE, STYLE, AND WILL BE VERY SIMILAR TO THIS PIECE. UNIQUE SPECIALLY MADE FOR YOU.It will take about 3-4 business days after purchase to complete the painting.I will then ship out the painting immediately and it should arrive in another 3-5 business days.For international buyers, it will arrive in about 15 business days.-100% satisfaction money back guarantee.=============================All of my art is professional grade; the materials used to create the canvas, frame, and colors are all time tested and true, so you know you are getting a beautiful piece of art that will last for years to come! This is a gallery-quality piece, READY TO HANG; I wish to offer quality paintings at a value price, so everyone can have a beautiful piece of abstract art in their home!************************************************Copyright: All paintings © copyrighted 2015 by Nandita Arts.            
        "
"97","276.00","
                            Landscape Painting, Abstract Oil Painting, Canvas Art, Large Abstract Art, Large Art, Large Landscape Art, Large Wall Art, Original PaintingHeavy Texture Oil PaintingPainting Size: 32x40 inches (80X100CM)Thanks for stopping by! To view more of my unique artworks please visit:http://www.etsy.com/shop/topart007This is a wonderful colorful painting direct from the artist. I use only highest quality Winsor & Newton art materials, and painted on acid free gallery museum quality canvas.The painting is gallery wrap and ready to display in the minute that arrives.It is a perfect present for any occasion!The painting is signed on the front by the artist and 100% guaranteed, I want you happy with your purchase.The painting will be shipped and packed professionally. In order to protect your painting I will personally pack your painting with great care using high quality, shipping industry approved packing materials.I ship out your paintings within 2 business days after I receive your payment.Paintings will be sent Fully Insured Express Mail Service, which you can expect delivery between 7-12 business days.Please do not hesitate to ask me any question and I'll get back to you at the earliest opportunity.Thanks for visiting my Store!Back to the store home page here: http://www.etsy.com/shop/topart007            
        "
"98","12.00","
                            Buddha Wall Art, Buddha Painting , Yoga Print, Watercolor Buddha Art Print, Buddha Wall Art Print Yoga Poster ,Buddha Poster- Art, Wall Art, Home Decor, Art Print, Poster, Illustration, Drawing, Painting, Watercolor, Artwork, FineArtCenter------------------------------------------------------------------------------------------------Available sizes are shown in the SELECT A SIZE drop down menu above the ADD TO CART button------------------------------------------------------------------------------------------------♥ SIZE ( Standard sizes, fit in frames found in big shops like IKEA )♥ If you need extra large format, please send me a message.♥ The photo frame is not included.♥ Please be aware that the colors you see on your monitor may differ slightly from the actual colors of the print.♥ I am using archival UltraChrome HDR Pigment Inks, which are tested and guaranteed not to fade for at least 200+ years.♥ Orders are shipped with extra care, either in a flat rigid mailer or mailing tube to help keep your print safe in transit!♥ I will send you a tracking number when your package has shipped.♥ Thanks for stopping by! ♥            
        "
"99","139.00","
                            Original Recreation Oil Painting on CanvasTitle: Alley By The LakeSize: 30""x 24"" (75 cm x 60 cm)Condition: Excellent Brand newGallery Estimated Value: $15,500Type: Original Recreation Oil Painting on Canvas by Palette KnifeThis is a recreation of a piece which was already sold.The recreation is 100% hand painted by Leonid Afremov using oil paint, canvas and palette knife.It's not an identical copy , it's a recreation of an old subject. This recreation will have texture unique just to this painting, a fingerprint that can never be repeated. My recreation will look similar but will have different texture, each knife stroke is unique and impossible to repeat. Each painting I create is one of a kind.The recreation has a very high gallery value of thousands of dollars just like the first originally created painting. Investing into recreations is worthwhile just like investing into original work. Any painting with Afremov signature is sold for thousands of dollars in a retail gallery no matter if it was the first or second version.Please take a look on retail prices in a gallery here: http://rogallery.com/Afremov_Leonid/afremovhm.htmThe image you see is of the original painting. My recreation will look similar but will have different texture. Each palette knife stroke is final and impossible to repeatHere you are buying directly from the artist.Signed by the artist, Certificate of Authenticity with the value provided.Each certificate of authenticity will include the name of the owner who purchased the piece of artwork. The certificate is signed by Leonid Afremov. If you buying this painting as a gift, please provide us the name of the gift recipient for the certificate. We can also ship to the address of the recipient of your gift.Free Shipping by UPS Expedited to many places in the world.Watch me paint on youtube http://www.youtube.com/user/afremovgalleryFollow my new art and updates:Deviantart: http://leonidafremov.deviantart.com/Facebook : https://www.facebook.com/leonidafremovofficialpageTwitter : http://twitter.com/#!/afremovartIf you have any questions, please ask. Customer satisfaction is our main goal. We speak English , Russian, Spanish and HebrewNote: All the paintings from The Deal Of The Day section comes rolled in a tube by default!You may order the stretching by the link: https://www.etsy.com/listing/178510883/stretching-on-a-wooden-frame?ref=shop_home_active_9            
        "
"100","15.00","
                            This is a print of my original piece depicting the bathroom scene in Dumb and Dumber. The original painting was done on pre-stretched canvas with acrylic paint. Your print will not include watermark. Duh..You will have to select your size at checkout. Additional sizes are available (by starting a custom order)11x14 - $2516x20 - $50Any others... just askIf you further wish to support the artist you can find me at https://www.facebook.com/SittingOvationArt            
        "
"101","14.58","
                            Octopus Watercolor Print, Green Octopus Art Print, Watercolor Art, Animal Watercolor, Octopus Home Decor Wall Art, Octopus Painting PrintHere you will find archival art prints of my original watercolor digital illustrations.Printed especially for you!♥ CUSTOMISATION Please don't hesitate to contact me for personalisation and/or change of colors.♥ HIGH RESOLUTION PRINTThis is a high quality, high resolution giclee reproduction This way of printing ensures that the final print has the sharpest detail and has no visible dot screen pattern. The final print has all the tonalities and hues of my original watercolor painting and has a museum quality appearance.----- DETAILS -----SIZE: Standard sizes, fit in most popular frames 5""x7"" (13 cmx18cm)8""x10""(20cmx25cm) 11""x14""(28cmx36cm)12""x16""(30cmx40cm)13""x19"" (33cmx48cm)16""x20""(40cmx51cm)20""x28"" (50.8cmx71.12cm)24""X32"" (60.96cmx81.28cm)Other dimensions are available upon request ♥ INK: My art is printed using top of the range Epson with rich and vivid archival pigment  inks that will not fade for over 100 years♥ PAPER: Smooth textured archival museum quality, 300 gsm Coated, matte finish♥ CANVAS: Canvas art is printed onto thick artist's poly-cotton canvas (the same kind of canvas found in galleries and museums) which is certified to last for 100 years♥ SHIPPING: Ships in sturdy packaging. Please check my policies page about shipping methods and delivery standards. https://www.etsy.com/ca/shop/Unbreakabubble/policy?ref=shopinfo_policies_leftnav-----OPTIONS----- WANT THIS PRINT ON A CANVAS? Modern, unique & trendy!Unmounted (rolled) canvas prints are great alternative to framing. You can mount THE PRINT yourself on wood stretcher bars available in brico shops or have professionally stretched.  Also you can put in on a frame behind glass like a NORMAL Posters! They look fantastic as they are, because of their extra-fine quality archival cotton ""fabric like texture"" or hang as a tapestry. ♥ You can turn any of my design into canvas artwork! Browse my full design collection here: https://www.etsy.com/ca/shop/Unbreakabubble?ref=hdr_shop_menu♥ Select the size canvas you need from the drop menu (Dimensions).♥ I don't offer options for art on stretcher bars because canvas prints on stretcher bars are inclined to pucker and warp. I'm not willing to take that chance.♥ Canvas art prints sent to you flat, larger print are rolled in a protective mailing tube to reduce shipping costs which they are expensive for  mounted canvas. I let  2 inch blank sides for framing. I suggest 1 1/2 inches wood frame thick for mounting your canvas. It's nicer on the wall, and it's not expensive.WANT FAST SHIPPING?Please check my policies page for more details about shipping:https://www.etsy.com/ca/shop/Unbreakabubble/policy?ref=shopinfo_policies_leftnav♥ Xpresspost Canada-2 business day ♥ Xpresspost US-3-4 business day (but Canada Post guaranteed 3 b.day)♥ Xpresspost Everywhere Else 4-5 business day- 8 business day Australia TO SEE MY OTHER ITEMS, PLEASE CLICK HERE:Yoga art printhttps://www.etsy.com/ca/shop/Unbreakabubble?section_id=18378361&ref=shopsection_leftnav_1Print setshttps://www.etsy.com/ca/shop/Unbreakabubble?section_id=18378391&ref=shopsection_leftnav_2Animal art printhttps://www.etsy.com/ca/shop/Unbreakabubble?section_id=18375116&ref=shopsection_leftnav_3Celebrity art printhttps://www.etsy.com/ca/shop/Unbreakabubble?section_id=18378393&ref=shopsection_leftnav_4Watercolor illustrationhttps://www.etsy.com/ca/shop/Unbreakabubble?section_id=18375114&ref=shopsection_leftnav_5Wildnesshttps://www.etsy.com/ca/shop/Unbreakabubble?section_id=18378545&ref=shopsection_leftnav_6♥ FOLLOW METo get inspiration and info on new products!-Facebook | Atelier Deslauriers-Unbreakabubble-Etsy-www.anikdeslauriers.com♥ COPYRIGHT: I retain all copyrights to my artwork.* Frame is not included. Signed on the front.Dated on the back.If you have any questions about the checkout process, please contact me so that I can assist you with the payment process. If you've placed an order but would like to cancel or change it, please let me know within 24 hours after the order has been placed. Thank you for looking.            
        "
"102","32.00","
                            •• SET OF FOUR SAFARI ANIMAL NURSERY PRINTS ••  **Frames and mats are not included**This set of baby safari animal prints are from my own original acrylic paintings and are perfect for any nursery or child's room! This set includes a baby elephant, giraffe, zebra and lion cub (please note: frames and mats are not included).Other animals in this series are available and may be substituted if you wish. Please just add which animals you would like to switch in the ""NOTES"" section when you check out. If no note is received, I will print the set as shown in the photos.Rhinohttps://www.etsy.com/listing/229649018/safari-nursery-art-rhino-jungle-nursery?ref=shop_home_active_18Tiger Cubhttps://www.etsy.com/listing/229660866/safari-nursery-art-tiger-cub-jungle?ref=shop_home_active_23Monkeyhttps://www.etsy.com/listing/231975916/jungle-nursery-baby-monkey-chimp?ref=shop_home_active_2-------------------------------------------------------------------------------A set of 6 safari animals is here:https://www.etsy.com/listing/229683187/safari-nursery-art-set-of-6-prints?ref=shop_home_active_22A set of 3 safari animals is here:https://www.etsy.com/listing/260644207/safari-nursery-art-elephant-giraffe?ref=shop_home_active_3---------------------------------------------------------------------------------To see my entire collection of animals in this style to date, please go here:https://www.etsy.com/shop/studioQgallery?section_id=16194969&ref=shopsection_leftnav_2--------------------------------------------------------------------------------Print Layout: The prints are shown in landscape (horizontal orientation) and will be printed this way. If you prefer portrait (vertical) please just add your request to the ""NOTES"" section when you check out. Thank you!Paper Color: Please specify from White or Off-White in the drop down selection menu. Off-white is shown in the photos.Size: Available in 3 sizes! Please make your selection from the drop-down menu at check out.FOR SIZE 8.5 x 11: This is the paper size of each print. The images of the animals are designed to comfortably fit within standard 8 x 10 mat openings or frames.Have questions on frame sizes? Please feel free to convo me, or go to the Frequently Asked Questions section here (scroll down to the Additional Policies and FAQs section):https://www.etsy.com/shop/studioQgallery/policy?ref=shopinfo_policies_leftnavPaper: Printed on beautiful high quality,archival fine art paper that is both acid and lignin free with UltraChrome professional inks. Each print will be signed and dated on the back by me. Shipping: Each print will be packaged in a cellophane sleeve and shipped in a sturdy, rigid mailer to protect during shipping.--------------------------------------------------------------------------------------PLEASE NOTE:**Actual color may vary slightly from what you see on your screen as computer monitors do vary. ** Frames and mats are not included and are shown for visual display purposes only.Thank you for looking! Please feel free to convo me with any questions!© Nicky Quartermaine Scott, 2014All rights are retained by the artist. Copyright does not transfer with purchase.            
        "
"103","224.99","
                            PLEASE CHECK OUT MY OTHER ARTWORK HERE -------> www.etsy.com/shop/LivingZenArt <-------This is a beautiful original acrylic painting inspired by love and relationships of all kinds. This is a one of a kind 16x24 canvas. THIS IS NOT A PRINT!This painting represents the love we all share no matter the anyone's gender or sexual orientation. LOVE IS LOVE. I'd like to think the couple in the painting is a transgender couple that fell in love in their old age. But it can be looked at however you like to imagine. It's open to interpretation. If you have any questions please feel free            
        "
"104","18.50","
                            --Details about This Print--I wanted this painting to be soft. I used watercolor and gouache.♥This ART PRINT is created from my original watercolor. I use a heavy-weight, acid-free smooth paper. The colors are extremely rich.♥ This VERTICAL 11x14” print is mailed in cellophane, backed with heavy tag board, and packaged in a stiff cardboard mailer. ♥The prints are sent 1-3 days after payment is received. (EXCEPT during major holidays; I mail out the next day so you can receive your art quickly.) Please see shipping policies for current mailing time.♥♥Here are other great sheep prints in MY OTHER SHOPhttps://www.etsy.com/shop/rachellelevingston/search?search_query=sheep&order=date_desc&view_type=gallery&ref=shop_search♥A watermark does not appear on your print. Any framed pictures are for example only.♥Your satisfaction is guaranteed- please contact me about any problems.✿✿✿✿Please visit MY OTHER WATERCOLOR SHOP; (it has 2,500+ POSITIVE feedback.)   In that shop I offer animal prints, nursery prints, landscapes and originals.  I will gladly combine shipping costs from my two shops.CLICK HERE   http://www.etsy.com/shop/rachellelevingston            
        "
"105","1,099.00","
                            This acrylic painting has been SOLD. I paint for you a very similar acrylic painting.Once you have completed the purchase, I'll start with the painting. Expect a period of up to 14 days please. Shipped out as soon as dry. Please buy only if you are given the time agreed.More of my tree paintings can be found here: http://www.etsy.com/shop/acrylkreativ?section_id=10857166Size: 1 Painting: 72"" x 24"" x 1,8"" ( 180 cm x 60 cm x 4 cm )You want this painting in a different color or size? No problem! Please send me a message and if it´s possible send me a photo of the color you wish. Thanks,ilonka :)Title: "" silver forest "" P/O1Colors: White and Metallic Silver. Textured. The Edges are painted in White.Painting with Sand.A signed Certificate Of Authenticity will be included with the painting.Date / subject: date, title, work number on the back.Signature: Signed on the front and reverse.No need to frame: Edges painted, staple free, on wooden Wrap Canvas. Technique: Original hand painted with an palette knife.By the purchase of several paintings, NO additional forwarding expenses come up to you.Please visit my other Paintings in my etsy-shop:http://www.etsy.com/shop/acrylkreativ=========================================================Shipping Information:The package is insured. I send you the tracking number of the package.The painting arrives to you in approximately 6 - 10 business days.Thanks for your attention.=========================================================Need a customized Artwork? Please contact me for details.Thank you for your interest in my art,ilonka****************************************************facebook:https://www.facebook.com/acrylkreativyoutube:https://www.youtube.com/user/acrylkreativ/videos            
        "
"106","219.00","
                            THANKS FOR LOOKING TO MY PAINTINGSღஐƸ̵̡Ӝ̵̨̄Ʒஐღ lean back drink a coffee and enjoy my Paintings ღ ஐƸ̵̡Ӝ̵̨̄ƷஐღThis is a Original professional Painting direct from my Studio in Germanyenjoy exclusive art by german artist☆;:*:;☆;:*:;☆;:*:;☆;:*:;☆☆;:*:;☆;:*:;☆;:*:;☆;:*:;☆☆;:*:;☆;:*:;☆;:*:;☆;:*:;☆☆;:*:;☆;:*:;☆;:*:;☆;:*:;Each Painting is a unicat an in professional qualityAdditional Info:Siganure on front and back with stamp with meready to hang right out the package.with a little suprice from germanyshipping: Your Painting will be shipped to you professionally packed with protective packaging☆;:*:;☆;:*:;☆;:*:;☆;:*:;☆☆;:*:;☆;:*:;☆;:*:;☆;:*:;☆☆;:*:;☆;:*:;☆;:*:;☆;:*:;☆☆;:*:;☆;:*:;☆;:*:;☆;:*:;Thanks for looking! Feel free to contact me with any questions or concerns at jolina-anthony [!at] gmx.com or visit www.jolinaanthony.comthis painting is 100 % Original abstract xxl large Painting from Germany artist jolina anthonyTHIS PAINTING IS SOLD.Your painting will be create very similar in same style, color and size.After you ordered I will start to create your painting directly.I will finish it in only TWO DAYS .Then I will send you an photo of the painting.After your acceptance , i need 6 days for ready to ship. then I send you the painting right away and it will arrives you in 3-5 workingdays Days with UPS Express Saver or DHL Express. Very Fast shippingtime :)The Size is :please pull down for your size32"" x32"" 36"" x36"" 40"" x40""48"" x48"" 54"" x54""each painting is always on each side 5 inches more for stretchingThe pages are then always paintedunstreched ships rolled in study boxTo protect painting well during international shipping,all paintings are ROLLED(Unframed/Not stretched) and shipped in a quality cardboard tube to avoid damages, it’s 100% safe and painting comes back to its original flat state once you stretch it on a wooden base.You can decide to frame it or simply stretch it at any of your local framing shop, depends on your taste,it is a beautiful both way.the painting come rolled in your homethe colors are : turquoise, warm yellow, brown, black, Your painting come in 3 days to you with dhl express, your painting is insured shipping from my parcelservicemy service: 3 days delivery timeinsured shipping100% mony back, no shippingcost for returni send you the trakkingnumber and the trakkingstatus from your paintingthank you for your supporting from my original artwork            
        "
"107","75.00","
                            Herbs And Spices Set of 6 Art Prints. Kitchen Herb Prints Green Wall Painting. Watercolor Set of 6 Herbs and Spices Home Decor. Gift for Women Botanical Illustration.A price is for the set of 6 different Illustrations as shown on the first photoThymeOreganoMintSageRosemaryBasilType of paper:Prints up to (42x29,7cm) 11x16 inch size are printed on Archival Acid Free 270g/m2 White Watercolor Fine Art Paper and retains the look of original painting.Larger prints are printed on 200g/m2 White Semi-Glossy Poster Paper.Colors:Archival high-quality 10-cartridge Canon Lucia Pigment Inks with a droplet size of 4.0pl and chroma optimizer for long lasting true color prints.Please note that the frames here are not included in the sale, it’s for illustrative purposes only.Prints in my shop are unique handmade items. I paint all the paintings myself. You receive one-of-a-kind high quality giclee fine art prints of my archival drawings.Watercolor silhouettes:https://www.etsy.com/shop/SilhouetownWatercolor paintings:https://www.etsy.com/shop/ColorWatercolorWatercolor Blog:http://watercolor-paintings-gallery.com/            
        "
"108","75.00","
                            Dog Painting, Pet Painting, Custom dog or cat painting.This listing is for a painting on stretched canvas of your pet.  Professional quality materials are used so your painting will last a lifetime. You have several options with size and detail.  These include: Headshot, full body, or full body with background. My most requested are headshots but due to demand I am offering full body paintings, you can also add background to the full body paintings. If you have any questions just contact me and I will be glad to help or send examples.More pet paintings can be viewed on my FB page under 'custom pet paintings' album.  www.facebook.com/hippiehoundusa. Be sure to 'like' my page while you are there :)My two biggest passions in life are animals and painting.  I will take great care and great pride in painting your sweet pet.All I need is a great quality close up photo to really capture your pets eyes and expression. Natural lighting is preferred (no flash please). I really need a great quality picture that shows the detail in your pets face (and body if a full body painting). Painting can usually be done in 2 weeks or less. Please allow extra time during the holidays (During the holidays I am typically booked before Thanksgiving, so get your order in early :) )You choose a color background.  Just contact me for any questions.FOR ADDITIONAL PETS:  Additional pets can be added to paintings 11x14 and larger. Pet must be in same photo to ensure a great painting.  Add $50 per pet for 11x14, $60 12x16 and $90 for 16x20.  Please contact me to set up a custom order.****another important note. To keep my prices reasonable I offer prints of most of my paintings.  I also have a large art publisher/wholesaler who licenses much of my work.  They work with large and small retailers across the US and Europe.   Unless the customer objects I offer prints and  present all my work to my publisher. ******Thanks!Did you wait till the last minute, or don't have a great I do have a pet portrait gift certificate available for the pet lover in your life. https://www.etsy.com/listing/257150096/custom-pet-painting-gift-certificate?ref=shop_home_active_20            
        "
"109","5.00","
                            The MINI GOLD FOIL Banner makes a cute decoration for a White Erase Board, to string across your calender, or Memo Board. It can be taped to a wall or hang from a shelf with tape :) Banner comes your Sorority name in Gold Foil stickers, strung on metallic twine. The flags are 1.50 inches wide by 2.25 inches long. The length is about 5 feet, could be longer or shorter in length depending on the name :)This listing is for 1 MINI Banner, the GLITTER LETTERS SOLD SEPARATELY :) Prices Vary based on VOWELS  in each Sorority We have a few different style MINI BANNERS!This is the Mini GLITTER Letter Pennant Bannerhttps://www.etsy.com/listing/248397449/sorority-banners-big-little-sorority?ref=shop_home_active_5&ga_search_query=sorority%2BbannersThis is for the Mini GOLD FOIL Circle Bannerhttps://www.etsy.com/listing/247803982/sorority-banners-big-little-sorority?ref=shop_home_active_21This is for the Mini GOLD GLITTER Circle Bannerhttps://www.etsy.com/listing/248502858/sorority-banners-big-little-sorority?ref=listing-shop-header-1and our Newest Mini Pennant Banner with GOLD GLITTER triangle Pennants :)https://www.etsy.com/listing/251517753/sorority-banners-big-little-sorority?ref=shop_home_active_7All items are handmade in a Smoke-Free environment.Thanks for looking :)            
        "
"110","95.00","
                            Meet Me Bye The Sea Vintage HonuSummer teal, cottage teal, catalina teal, beach hut beige, and beach wood stain washed by the SeaPlank Style24 x 24 Beach Cottage Cute and Ready to Hang.Colors may vary depending on your monitor.All wood pieces used in my work have been carefully selected based on their unique inherent qualities of size texture and shape. These qualities vary with each piece and are hand chosen to add character to each individual design.Shipping Discounts are available on muliple item orders. Please message me for multiple order shipping discount rates. I AM HAPPY TO REFUND ANY SHIPPING OVER CHARGES. Because I do a majority of sales to the East Coast I have my shipping rates set at the highest setting. After an item is received I will adjust any credits to your account, minus a small packaging and handling fee.            
        "
"111","25.00","
                            Life is just better with animals around! Light up your room and spirit with this art print of an original watercolor painting of a happy giraffe. I hope you enjoy this very personal and meaningful artwork!________________________________________________________SIZE: choose the size that best fits your budgetSIGNED by the artistMEDIA: fine art print (the original was painted in watercolors)FRAMING not included** all prints are------> printed on premium fine art velvet paper------> printed using only the finest archival fade proof inks ------> shipped within 2-3 business days.------> shipped FLAT protected within an acetate sleeve and backing board------> larger print ships SAFELY rolled to prevent bending________________________________________________________Buy Any 2 prints of the same size for a discounted price here:http://www.etsy.com/shop/SignedSweet?section_id=15821091Find more watercolor animal paintings here:http://www.etsy.com/shop/SignedSweet?section_id=13923801Thanks for looking!SKU #giraffe1            
        "
"112","25.00","
                            Measures 14 in x 22 in                  22 in x 28 in                 26 in x 40 in High Gloss Enamel Spray PaintOriginal Painting on Poster BoardMade in USAhttp://www.youtube.com/watch?v=szXM0-QvHBMLike Us on Facebook  NYC st ArtIf you are ordering more than one item We offer multiple item shipping discounts. Please contact  me for an offer before checking out.We try our best to provide the best service and offer the best prices. Please contact us with any questions.Be sure to add me to your favorites list!Check out my other items!Thank you for looking and have a great day!!!            
        "
"113","178.00","
                            ALUMINIUM SCULPTURE ART& WORKSThis is a kind of the metal painting wall sculpture. it's visualised and created on the metal panel by the artists, who then employ the use of a special tool to grind and engrave the lines onto the panel then, in the end, they use the pigment to draw on it and finish it.By dint of the metal physical nature, after special grinding. understand the effect of the spotlights, it will refacted 3D visual sense,With the change of the viewing angle, the visual result will also change and fluctuate.   The compostion is drawn by hand by me in person. it's unique. The colors has a strong stability.      it can be fixed in your office,  used for the decoration on the wall in the hotel, it will also be a nice present.DismontionsWe don't offer pegs24""x60""inch (24""x11.8""x5p)  H24.5""xW11.5""xD1/2"" each x5panelsPaymentPaypal Accepted Photobucket ShippingWe can us ems or ywexpress ship to worldPhotobucketColoring  Painted----Use Transparent ink and oil color on Aluminium HANGINGThe painting is 100%handmade by me.            
        "
