"","pprice","pdescrip"
"111","4.00","
                            BOOK WORM PATCHHandmade & Machine EmbroideredTYPE: Iron or Sew OnSHAPE: CircleSIZE: 2"" | 5.08cm COLORS: Black & White  ______________________________________________HELPFUL LINKS:For more phrases: https://www.etsy.com/shop/NoffHouseShop?section_id=17508382To browse all patch & appliqué designs: http://NoffHouseShop.etsy.comShop Policies: http://etsy.com/shop/NoffHouseShop/policyHave a question? Feel free to send us a message!Read about how we create all of our patches in our little vintage camper, and follow along with us as we travel full-time around the United States:BLOG: NoffHouse.comINSTAGRAM: @NoffHouseTWITTER: @NoffHouse______________________________________________bookworm . reading . book lover . nerd .            
        "
"112","6.00","
                            3"" embroidered patch You can either iron or sew it on            
        "
"113","10.99","
                            Pack of 4 grateful dead patches. You will get one of each color you see in picture. The patch with the lightening bolt is 3 inches and the rest are 3.4. These are great iron on patches. I ship for free. I also give huge discounts if you want to buy these patches in bigger quantity. Just message me thanks.            
        "
"114","2.00","
                            Bikini Kill patch that measures roughly 2 by 6 inches and is washable.Select which fabric you want and what color you want the lettering to be when you buy the patch, thanks!            
        "
"115","5.49","
                            Applique iron on fabric applique girl bow patches Set applique Baby dress Iron on t-shirt Bow orange applique cute Craft Supplies & Tools = = = = =Bow iron on applique patch for girls and young women / set.Made to hide the small holes in the garment. Height  1.62 inches, width 0.7 inchesIncludes 9 bows ( 1 - atomic tangerine, 1 - brown yellow,  2 - desert sand, 2 - cambridge blue, 3 - orange)The patch for girls is made of artificial suede.Easily fixed with a hot iron.Place applique adhesive side down on fabric...lay any cotton fabric on top and iron for 10 seconds or long enough to bond materials together. Do not iron directly onto adhesive side of applique. You can lay on a heavy boo or other object on applique and leave for a few minutes and let cool.Machine wash at 40 degrees.            
        "
"116","6.96","
                            This patch features the heart/grenade logo from Green Day's American Idiot album, and can be sewn or glued using fabric glue onto jackets, bags or anything that you feel needs more meme.The patch is around 3.5""by 6"" and is made on sturdy white fabric. This patch has been made with acrylic paint, and for the details, fabric pen. It is washable. If you want to personalize the patch (size, color, etc), just message me and I will be happy to do so! Thank you!****ALL PATCHES ARE SEW-ON****            
        "
"117","3.73","
                            These patches are my design, screenprinted with ink onto twill fabric. They measure roughly 8x17cm and are heat set/machine washable.Please be aware when shipping overseas it takes about 2 weeks, or more for the package to arrive. Thanks for understanding <3            
        "
"118","6.00","
                            This 12 by 18 inch back patch is screen printed on tan fabric, featuring original artwork  Each patch is heat set, made with environmentally friendly ink, and is machine washable.  We recommend sewing the patch onto the intended garment prior to washing in order to prevent excessive fraying. All patches in our shop are now shipped first class USPS with tracking in 100% recycled manila envelopes.            
        "
"119","5.00","
                            NOPE PATCHHandmade & Machine EmbroideredTYPE: Iron or Sew OnSHAPE: OvalSIZE: 2"" x 3.5"" | 5.08cm x 8.89cmCOLORS: Black & White  ______________________________________________To browse all patch & appliqué designs: http://NoffHouseShop.etsy.comShop Policies: http://etsy.com/shop/NoffHouseShop/policyRead about how we create all of our patches in our little vintage camper, and follow along with us as we travel full-time around the United States:BLOG: NoffHouse.comINSTAGRAM: @NoffHouseTWITTER: @NoffHouse______________________________________________sarcastic . funny . no . joke . i can't even .            
        "
"120","7.50","
                            Embroidery iron on patch.These applications are homemade by me with love :)Measurements: 8 cm x 7 cm                         3.16 x 2.75 inchThe service I offer is standard economy airmail.Shipping time is 15-25 working days depending on your location. Iron on instructions 1. Pre-heat iron to hottest temperature setting. 2. DO NOT USE STEAM DURING APPLICATION. 3. Surface of fabric should be clean before applying. Position patch on garment. 4. Preheat fabric where attaching patch for 10-20 seconds. Cover design with thin cloth. 5. Press straight down for 20-30 seconds with constant pressure, and then turn the garment inside out and repeat. NO BACK AND FORTH! Let cool for one minute, if edges come up, repeat.6.There is an iron-on backing, but sewing is always recommended.Take a look at my other patches in my shop.            
        "
"121"," $8.00 USD","
                            The Last Unicorn No Sew Iron On patchPatch measures 3"" wide by 3.75"" tallDifferent colours available upon request.Thanks for looking            
        "
"122"," $4.00 USD","
                            A home made iron on patch of the emoji with that face you use when the text message conversation is going in a certain direction. You know the one.If you want a patch of a different emoji, I can make that happen! Get in touch!            
        "
"123"," $8.00 USD","
                            Late AGAIN. Consistency is important too.Measures 3"" x 3""Patches have an iron-on backing and will adhere to almost anything.(You can also sew it too!)Made in Richmond, VATheNewWoodsman.com            
        "
"124"," $4.00 USD","
                            Nothing cuter than mini fuzzy lips for your jacket, vest, beanie, etc!!! Featuring the best selling Gaptooth doodle exclusively by Bananna Bones - 2"" X 1"" in size - iron on back- chenille embroidery - tiny and super cute !            
        "
"125"," $7.25 USD","
                            Embroidered Pansexual Pride flag patch- measures 8.5x5cm (3.5x2"").Sew or pin onto clothes or a badge to make a statement. This listing is for ONE patch- choose whether you want text on it or just a plain flag. I can make this patch iron-on on request although the bond will never be as strong as sewing it.I can also make this patch on a white background.Want different text on the badge, or a different flag? Message me!            
        "
"126"," $6.50 USD","
                            Bernie for President 2016 Revolution Iron On Patch. Embroidered on white cotton-polyester twill or black denim.This is an iron on patch. Easy to apply onto your garments.Dimensions: 2.8""  across  by 3.75"" tall.Made in the U.S.A. with high quality products.Please take a look at the photos and feel free to contact me if you have any question or suggestion...Thanks for watching!Cheers!ps: International Shipping rates will vary according to the destination.This is an iron on patch. Easy to apply. Follow the instructions below:General Directions:• Place the garment on a table top with a hard surface: do not use an ironing board/do not use steam!• Set the iron to the hottest setting the *receiving* item (shirt, jersey, whatever) can take. (Often, it's ""Cotton"" but check the fabric content so you don't melt or ripple a cotton-rich blend).• Turn off the steam so you have a ""dry iron."" Once it's warm• Check to see if the edges and corners of the patch appear to be sticking to the receiving item. If not, press some more, paying special attention to the edges. , press the receiving item completely smooth. Position the patch where you want it. Place a piece of white cotton cloth on top of the patch. Press and hold the iron (no need to press hard--it's the heat that works, not the pressure) for 8-10 seconds on each section and move it just a little, back and forth, over and over until entire piece is bonded. (Ironing may vary for heavier layered items.)• Turn garment over and repeat step C from the reverse side.• Allow patch and garment to cool completely (15 to 20 seconds) before handling.            
        "
"127"," $1.25 USD","
                            *Patch looks like 2nd picture, needed to censor because of Etsy's rules*These are made to order patches that measure at around 3""x4"" with some excess fabric around it so you can cut to the size you want.Please allow 1-2 days for me to finish these patches after the order            
        "
"128"," $6.00 USD","
                            Do you like bikes?  Can you ride your bike with no hands?  Do you hope to one day be able to ride your bike with no hands?Then you're in the No Handed Bike Club!!  Snag this patch and show the world that you need zero hands to ride your bike.Iron-on backing.  Measures 3"" tall x 2.5"" wide            
        "
"129"," $8.00 USD","
                            This Tennis patch listing is for 4 small tennis ball iron on patches. The tennis balls are 100 embroidered in neon yellow and white. They are great for embellishing apparel, hats, backpacks or and home tennis decor without sewing skills.   The tennis ball is 2 inch in diameter.  check out other other iron on patches by clicking this link www.etsy.com/shop/elevationactivewearHOW IT WAS MADEThe design is embroidered using Madiera Polyneon thread for the most vibrant colors.  We use a top of the line industrial embroidery machine, which produces professional quality stitches in every design.  We then add a top of the line heat seal to the back of the patch, so it is guaranteed not to lift off.   When it is finished, we use a wood burning tool to seal the stitches on the edges of the patch.   This is not a ""made in China"" patch.   Attention is paid to every detail to insure premium quality, right here in the USA.  If you look at our feedback, you will see that our quality is mentioned in over 50% of the comments.  INSTRUCTIONSHeat iron to the hottest setting Turn off steam settingplace on garment with embroider side facing upplace a piece of parchment paper or thin cotton sheet between iron and patchUse constant (not moving) pressure to hold the iron on patch for 35 secondsDo not touch patch or garment for 10 minutes, or until cooled. Turn the garment over to the back side and repeatDo not touch patch or garment for 10 minutes, or until cooled.  OUR GUARANTEEWe stand behind all of our products.  If your patch does not work for some reason, let us know and we will send you a new one.  RETURN POLICYWe try to give you all of the information you need to make an educated choice, but we realize that mistakes do happen.  We want you to be happy.  You can return your item for a full refund without a restocking fee within 2 weeks of receiving your item.  We just ask that you return the item in the same condition that you received it.  Patches with personalization such as names and numbers cannot be returned for a refund, however; we will work with you to make sure you are 100% satisfied.SHIPPING$2.00:  We will ship your patch via First Class Mail within 2 days of your purchase.Reviews are the lifeline of our business.  If you are happy with your product and the overall transaction, we would love a review.  If you are not happy, we will do what ever it takes to make it right.            
        "
"130"," $6.00 USD","
                            Brand new, 3.5"" in height, high-quality All Seeing Pie patch by MetaDope. Made from the finest materials. Hail pizza. Check out our website for our full line: www.metadopeftw.com            
        "
"131"," $7.00 USD","
                            Canvas patch with a hand embroidered design. I have hemmed the sides and all stitches on back are exposed. Made to order: Your patch will be made within 3-5 days. Some variations will occur due to the handmade nature, but it will look nearly identical. Patch dimensions: 3.75in x 2.50in**To save money on shipping costs for you and me, my patches are sent as regular letter mail which does not come with tracking. If you would prefer tracking, let me know before purchasing and I will adjust the shipping cost**Feel free to contact me with any questions.            
        "
"132"," $7.00 USD","
                            These patches are silkscreened, by hand, on entirely recycled materials!This patch features a lovely cartoon-y image of two humans sucking on the teat of a cow, with the caption ""Go Vegan, You Cowsucking Perverts! Humans are the only Earthly animals that drink another species of animal's milk into adulthood. Factory farmed cows, pumped full of hormones and force fed foods that they would NOT eat in the wild. How about that?This is a Large patch - great for a bag, a hoodie, a shirt, or whatever you like. Image measures approximately 10 in x 10 in (24.5 cm x  24.5 cm). Patch itself is approximately 12 inches square (30.5 CM).A reminder to those of us living on the brink of the tipping point of industrial civilization, that diet and food awareness are ways to limit oppression in one small way...--------------------------------Custom Colors and Prints available! Please contact us if you want to request one...Thanks! Enjoy!            
        "
"133"," $3.99 USD","
                            Top Quality Embroidered Patch2.75-inches wide.            
        "
"134"," $1.25 USD","
                            These are made to order patches that measure at around 2""x4"" with some excess fabric around it so you can cut to the size you want.Please allow 1-2 days for me to finish these patches after the order            
        "
"135"," $3.50 USD","
                            Iron on patch / Sewing on patch Embroidered AppliqueMaterial : Metallic, Felt Style : U.S Army Quantity : 1 Approx Size : 5.7cm x 7cmThank you for visiting miBonCrAft.            
        "
"136"," $2.90 USD","
                            WEIRD GIRL yellow candy heart patch, measures 7cm across.Our iron on patches are perfect for customising your favourite apparel! These high quality embroidered patches can be ironed on to most types on non-stretch fabric, suitable for adding to a vintage denim jacket. For the more experienced sewer, you can even sew our patches our the more heavy duty fabric, if you’ve got a leather jacket that needs more of a biker feel or a canvas tote bag which you want to make more personalised.For a set of all of our candy heart patches click here: https://www.etsy.com/uk/listing/257601558/pack-of-7-candy-heart-patches-iron-on?ref=shop_home_active_1HOW TO APPLY	1- Make sure your iron is on a high heat (use adult supervision if under 16)2- Place patch where you want it to be on garment and cover it with a tea towel3- Press the iron firmly on top of the protected patch and use the steam function (if available) to add more heat while adding pressure4- Keep the iron on the patch for at least 2 minutes and go around the edges with the iron to make sure it's completely secure.**Please be aware, this will only work on cotton, denim and natural non-stretch fabrics. For other material, patches can be sewn on by hand or using a sewing machine.**            
        "
"137"," $6.00 USD","
                            Llamas can be great friends but when there are too many of them it can be like you're back in high school! Let your potential llama buds know that you won't stand for their shenanigans with this spikey patch!Iron-on backing. Measures 2.5"" tall x 3"" wide            
        "
"138"," $13.00 USD","
                            Hand-cut, hand-painted, and made to order. 8.5""x11"", black canvas with white fabric paint. Please allow 2-3 weeks for shipping.Private message if purchasing more than one for shipping discount.            
        "
"139"," $4.00 USD","
                            Mini Kale PatchMade with embroidery thread.Automatically comes with an adhesive backing to iron-on quickly, otherwise can special noted to add without.FREE SHIPPING TO UNITED STATES (NO MINIMUM PURCHASE)!Ready to Ship. STANDARD USPS.For Iron-On Instructions:See Shop Policies!            
        "
"140"," $10.00 USD","
                            Measurements: The design itself is 20 x 25mm. The black border will vary. This patch is only meant for those that identify as indigenous. If the person purchasing this back patch is not a member of that community, we hope that it's a gift to an indigenous person. If you are someone who is not of the community (i.e. colonizers), and is buying this for some crust punk points, just know we're all side-eyeing you.White, eco-friendly ink on black fabric; heat set, ready to sew. All patches are screen-printed by hand, so exact details will vary. Price is set to cover Etsy/paypal fees, but is made to last.SHIPPING: I apologize for the high cost of shipping, however this is to provide you with tracking information, and insurance in the event the USPS loses your order. In 2016, the USPS raised its prices 60 cents, hence the hike in cost this January.  Please check shipping times before placing an order. Do not assume your order will be shipped same-day. If you would like fast shipping, or are confused by any of this, please send me a message for clarification. Thank you.Note: Be sure to check out the rest of the shop before finalizing your order. You will not be refunded any shipping for multiple orders if they are made separately.            
        "
"141"," $4.95 USD","
                            Hand screenprintedSupport your Local Skateboarder, by draining your pool: Iron On Patchmeasures 4.5 inches wide by 2.5 tallAvailable with a Black Red or Blue outside border, specify what color you wantcomes with a matching stickerPatch can be ironed on or sewn on, made by skateboarders for skateboardersWe also make T-shirts, and Stickers with this design check our other auctionsListing is for One Patch by Seven 13 Productions            
        "
"142"," $2.99 USD","
                            LIGHTNING, BOLT, GOLD, thunder, lightening, Metallic, Iron on patch, or Sew On, patch by Cedar Creek patch Shop on EtsyLIGHTNING BOLT GOLDthunder lightening ACTUAL SIZE:  2 1/8 X 1 3/4Applique patchIron-On or Sew to Any GarmentTop Quality, Detailed EmbroideryIroned-on PatchesPerfect for Jeans, Jackets, Vests, Hats, Backpacks and more!? ***Photo is not actual size***Easy to apply, our embroidery designs can be heat sealed, ironed on or sewn to any garment or hat. All of our designs are heat seal-able and are washer/dryer safe.I supply custom patches to many different customers, including Fire and Police departments,motorcycle clubs, camping clubs and organizations, military units, sports teams, emergency units, businesses, car clubs, schools, and more! We can manufacture your patches in any shape and size you require, for any occasion.Also come see my other Etsy shophttp://www.CanyonEmbroidery.Etsy.com~~Embroidered Wedding Handkerchiefs~~Hope to hear from you soon!            
        "
"143","5.99","
                            Jurassic World Patch Beautifully embroidered Jurassic World Patch for the fans of the movie. Completed in Isacord polyester embroidery thread on black goretex for durability and brightness. Looks amazing! Other background colors / fabrics and embroidery thread colors are available upon request. Send me an email and lets discuss. Patches are sealed in the back with heat and sew. You'll love owning this one. Fabrics in stock: Goretex - black, red, purple, white - I prefer goretex to other fabrics and you will too. Its light, waterproof and for the most part dirt proof. The patches come out bright and beautiful. Embroidery thread color options- ""All"" including metallics. All patches are finished in Isacord polyester thread.  Isacord thread is the smoothest running and most reliable thread produced. Made in USA. www.majesticfashiondesign.com            
        "
"144"," $6.00 USD","
                            Are you a Potassium expert? Do you have strict rules about when that curvy fruit is perfectly ripe for eating? Is yellow your favorite color?Then this patch is for you! Show everyone that you will never turn down a ripe banana.Iron-on backing. Measures 2 1/4"" tall x 2 5/8"" wide            
        "
"145"," $4.99 USD","
                            Star iron-on patch! ☽ Perfect for jackets, backpacks, handbags, hats, beanies shirts, etc. ✮ Size is approximately 3"" wide & 3"" tall.♡ Thanks for visiting Cyberspace Shop!Let's be friends on the internet:Instagram: @cyberspaceshop            
        "
"146"," $2.90 USD","
                            Burger patch, measures 7cm.Our iron on patches are perfect for customising your favourite apparel! These high quality embroidered patches can be ironed on to most types on non-stretch fabric, suitable for adding to a vintage denim jacket. For the more experienced sewer, you can even sew our patches our the more heavy duty fabric, if you’ve got a leather jacket that needs more of a biker feel or a canvas tote bag which you want to make more personalised.HOW TO APPLY	1- Make sure your iron is on a high heat (use adult supervision if under 16)2- Place patch where you want it to be on garment and cover it with a tea towel3- Press the iron firmly on top of the protected patch and use the steam function (if available) to add more heat while adding pressure4- Keep the iron on the patch for at least 2 minutes and go around the edges with the iron to make sure it's completely secure.**Please be aware, this will only work on cotton, denim and natural non-stretch fabrics. For other material, patches can be sewn on by hand or using a sewing machine.**            
        "
"147"," $5.79 USD","
                            Hand embroidered 'Loser' patch with a light blue frilly edge. Approx 9cm.            
        "
"148"," $9.52 USD","
                            ABUNDANCE:  (2-1)This patch is displayed to offer abundance and goodwill to everyone.ANY PATCH CAN BE DONE AS A CUSTOM ORDER!Please feel free to contact us if interested! PATCHES: All patches are made with Love and are ready to ship, the photo is the actual patch you will receive, NOT a photo of what can be made. All patches are made with high quality polyester thread which makes it very resistant to wear and tear, machine washable (turn inside out). Polyester thread also maintains its color and natural sheen very well.Thank you for your interest in our shop!!!!!!All of our patches are Sew on patches, as we have not found an iron on material that works well.            
        "
"149"," $1.25 USD","
                            Cannibal Corpse death metal patch. All patches are printed on black fabric. These measure out to be about 4"" x 2.5"" inches. (illustration size)All patches are of 100% high quality and are printed with professional  inks, hand pulled screen print. Guaranteed for long lasting life and lasting images.            
        "
"150"," $5.00 USD","
                            Back by popular demand, and because we must support ALL sisters!! 3 inch Iron On Patch            
        "
"151"," $2.99 USD","
                            All patches are printed on black fabric. these measure out to be about 5"" x 4.5"".All patches are of 100% high quality and are printed with professional water base inks, hand pulled screen print. Guaranteed for long lasting life and lasting images.            
        "
"152"," $8.00 USD","
                            Attention Urban Survivalists! If you're gonna make it in that big bad concrete jungle out there, you're gonna need to master some essential skills.Patches measure 2"" wide and include instructions for ironing on.            
        "
"153"," $6.50 USD","
                            Wilderness Explorer Sew On Patch            
        "
"154"," $4.24 USD","
                            Embroidered Black & white graphic Cat face iron-on patchWe all feel better having crafted, but sometimes we just don’t have the time or energy for a big craft project. The Lazy Craft Store is about bringing you gentle and achievable craft projects. Lazy Crafts are little craft projects that you can do in an afternoon or in this case maybe even less. Patch work, more like hard work. For something gentler try iron-on patches, they are truly patch leisure.For use on any fabric that’s iron friendly. They don’t even have to be attached to fabric, however you want to use them is up to you. My patches come judgment free and packed with heaps of potential for crafting enjoyment.The price listed is for one patch only. The other photos are just ideas. Due to different lighting and screen resolutions note that patch colours may differ slightly. Please refer to the picture with ruler for an indication of patch size.  Have a little browse at my my other listings if you want your patch to have any other patchy friends. I would love to here from you if you have any other requests for lazy craft supplies. Follow me at https://www.instagram.com/lazycraft/ for more lazy craft inspo and use #lazycrafts to share your projects.            
        "
"155"," $3.91 USD","
                            Wonder Women Patch Superhero Embroidered Patch Animation Patches Iron On Patches❤High Quality Embroidered Patch❤Iron On / Sew On❤Great for hats, bags and jackets❤Made Tough and Durable----------------------------------------------------------------QUESTIONS?If you have questions about the products, please contact us, I am available around the clock. Etsy apps are awesome and I get your messages right away. ----------------------------------------------------------------How to Apply a PatchEach patch has an iron-on backing for an easy application. All you need is an iron and a towel or a cloth. Iron (highest temperature setting) the side of the bag/jacket to make sure it's warm, place the patch where you want to attach it and over a cloth or a towel make a few rounds of ironing the patch on. For more security and longevity, you can take the patch to your nearest dry cleaner or just sew it on yourself around the edges. ----------------------------------------------------------------            
        "
"156"," $1.90 USD","
                            For your creative ideas. Use these patches to decorate clothing for cute, distinctive and unique.Other Style Patches You May Like：Punk/Skull/Cool Patches: https://www.etsy.com/shop/craftapplique?section_id=17692893&ref=shopsection_leftnav_1Band/Rock/Music/Patches: https://www.etsy.com/shop/craftapplique?section_id=17692895&ref=shopsection_leftnav_2Riding/Sport/Patches: https://www.etsy.com/shop/craftapplique?section_id=17692897&ref=shopsection_leftnav_3Role/Cartoon/Game Patches: https://www.etsy.com/shop/craftapplique?section_id=17689244&ref=shopsection_leftnav_4Cute/Funny/Animal Patches: https://www.etsy.com/shop/craftapplique?section_id=17711754&ref=shopsection_leftnav_6Letters/Numbers Patches:https://www.etsy.com/shop/craftapplique?section_id=17717166&ref=shopsection_leftnav_7Wholesale/Promotions Patches：https://www.etsy.com/shop/craftapplique?section_id=18307662&ref=shopsection_leftnav_8Other Style Badge Patches（Sea Anchor、Flag and so on）:https://www.etsy.com/shop/craftapplique?section_id=17720497&ref=shopsection_leftnav_8Thanks for visiting our store：https://www.etsy.com/shop/craftapplique?ref=hdr_shop_menuIRON-ON INSTRUCTIONSIf you have any questions ,please feel free to contact me1. Spray water on the back of embroidery.2. Place embroidery on garment.3. Set iron temperature for cotton.4. Cover embroidery with a piece of damp cloth.5. Iron for 10-15 seconds.6. Turn garment inside out and iron until dry.            
        "
"157"," $7.00 USD","
                            In this sew-on patch, the words ""Bad Wolf"" are embroidered in a graffiti font across a randomly tiled wall outlined in blue.This sew-on patch measures approximately 3 inches in diameter.All patches are made to order. Please allow a minimum of 7 days for construction before shipping.Want a velcro backing added to your patch? We can do that for you! Just purchase this listing at the same time that you order your patch: https://www.etsy.com/listing/184841731/velcro-backing?ref=listing-shop-header-3Patches ship USPS first class mail. If you are in the United States and want to upgrade to Priority Mail, please purchase this listing: https://www.etsy.com/listing/184843387/priority-shippingDesign (C) 2011 ST/Pop Culture Patches            
        "
"158"," $12.25 USD","
                            Pretty Lights patch            
        "
"159"," $6.00 USD","
                            Iron-On Nutella Jar PatchMade with embroidery thread.Automatically comes with an adhesive backing to iron-on quickly, otherwise can special noted to add without.FREE SHIPPING TO UNITED STATES (NO MINIMUM PURCHASE)!Ready to Ship. STANDARD USPS.For Iron-On Instructions:See Shop Policies!            
        "
"160"," $10.00 USD","
                            Initials for existing order            
        "
"161"," $6.40 USD","
                            Hand picked, small batch of deadstock patches Features: -vintage sequined patch -""Babe""-cutout in font of word-medium sized -iron on 5"" x 2""**all patches are recommended to be sewn on for best application**please don't hesitate to message me with any questions.            
        "
"162"," $6.50 USD","
                            Custom embroidered rose patch fully sewn, ready to ship!  other colors available, just ask :)patch measures approximately 2.5 inches wide X 2.5 inches tall. They can be ironed on, sewn on, or glued on (hot glue works great!)They look great on:T-shirts, Hats, Backpacks, Saddle Pads, Garment Bags, Luggage, Purses, Saddle Bags, Jackets, Jeans, sunglass case, the possibilities are endless!!!This can be embroidered directly on a saddle pad, check out my other listings.Custom orders are always welcome, drop me a line :)            
        "
"163"," $2.99 USD","
                            DAISY WHITE W/YELLOW CENTERFLOWER-ACTUAL SIZE: 2 X 2 inIron-On or Sew to Any Garment Top Quality, Detailed Embroidery Ironed-on Patches Perfect for Jeans, Jackets, Vests, Hats, Backpacks and more! ? ***Photo is not actual size*** Easy to apply, our embroidery designs can be heat sealed, ironed on or sewn to any garment or hat. All of our designs are heat sealable and are washer/dryer safe.            
        "
"164"," $8.69 USD","
                            Ouran High School Host Club Anime Embroidered Sew-on Patch Suitable for sewing on anything - clothes, cosplay, wallets, backpacks, hats -anything.  Features the Ouran Academy School Crest (as seen on the school Uniform blazer) from the popular Anime Ouran High School Host Club. Measurements are (from widest to widest point) = 97mm height x 63mm width x 1mm depth            
        "
"165"," $11.00 USD","
                            Praying hands patch.3.5"" x 2.5"", heat seal backing meaning you can iron it on, but I still always sew them on.Shipping: $1 to the USA, $2 anywhere else            
        "
"166","20.00","
                            For fans (like me) of the fantastic book by Andy Weir and the movie by the same name. I worked diligently to make these screen accurate. Each patch is checked for quality of stitching and cutting (which is done manually) before it goes out to you. The patch set includes: ARES III Mission Patch - 4"" wide - with heat and bond backingNASA Logo Patch - 3.5 wide - blue fabric sky Name Tag - 4 x 1.75 either in Yellow or White - you choose NASA Worm Logo - 4x2 - no heat and bond backing If you'd like backing on all, please add $3 to the order Additional services: velcro backing - http://etsy.me/1TOqoarMade in USAwww.majesticfashiondesign.com            
        "
"167"," $2.99 USD","
                            Black Flag old flyer punk patches.All patches are printed on black fabric. These measure out to be about 4"" x 5.2"" inches. (illustration size)All patches are of 100% high quality and are printed with professional inks, hand pulled screen print. Guaranteed for long lasting life and lasting images.            
        "
"168"," $6.99 USD","
                            One brand new back patch size ""Gay Not as in Happy - Queer as in F**k You"" patch.  Real patch isn't censored.  Censored word rhymes with ""Duck.""Size: 9 inches by 12 inchesFor you folks on the metric system: 229 millimeters by 305 millimeters            
        "
"169"," $16.00 USD","
                            Don't flash this around Hyboria or Conan will come after you!  4X4in. Embroidered patch. Shiny red and black thread. C'mon I know you remember this, the snakes standard from Thulsa Doom's snake cult. Arnold, eat your heart out 'cause I know you want this!  And may Crom smile upon you!  Sew this onto anything you please. Great for sweatshirts, messenger bags etc.            
        "
"170"," $5.00 USD","
                            Comic books are filled with yelling and fighting of some sort.  This can be made in any color combination!!  Lots of felt colors available as well!!  Just ask me!!This available patch is created with Black fabric with Black and White high quality rayon thread.  This patch can be custom made based on desired colors and availability.  We will do our very best to create your patch but cannot make any guarantees.  Custom patches cannot be returned or exchanged.Item shown is actual patch you will receive.  Not a stock photo.  This item is ready to ship immediately after payment. Size: 3.85""w x 3.30""h (98 x 84 mm)Hand sewn embroidered patches are the newest rage.  The possibilities are endless.  The can be ironed on to just about anything.  Jackets, Tote Bags, Purses, Clothes, Denim just to name a few!  Make that one item a one of a kind!!   These designs have thousands of stitches in them.  This guarantees a quality patch that wont fade and will withstand many washing and wearings. Patch is made with a heavy duty iron on adhesive on the back. All you need is your item, patch and an iron.  Simple!!  Instructions for adhering your patch will come with your order.  Sewing your patch is optional.Need multiple patches?  Let me know and i'll get you set up!!            
        "
"171"," $8.00 USD","
                            This is a 1.25"" soft enamel pin with my not so famous last words.Designed by me in Long Beach, CA.            
        "
"172"," $6.00 USD","
                            Custom 3 letter monogram patches with satin fabric in the background and thread color(s) you choose. if you would like a separate color for the border, please specify the second color when ordering.patch measures approximately 3 1/2 inches wide X 3 1/2 inches tall. They can be ironed on, sewn on (matching thread provided upon request), or glued on (hot glue works great!)They look great on:Hats, Backpacks, Saddle Pads, Garment Bags, Luggage, Purses, Saddle Bags, Jackets, Jeans, sunglass cases, the possibilities are endless!!!When ordering please include: Background Color  the letters for the monogram ***first LAST middle - initials.****** if your name is ASHLEY MARIE JOHNSON, your monogram will be A J M $$ PLEASE BE SURE AND SUBMIT YOUR MONOGRAM IN THE CORRECT ORDER OR INCLUDE YOUR FULL NAME IF YOU ARE NOT SURE, I CANNOT CONTACT EVERYONE TO CONFIRM AND I WILL NOT SEND A REPLACEMENT IF IT WAS ENTERED INCORRECTLY $$Custom orders are always welcome, drop me a line :)            
        "
"173"," $14.51 USD","
                            Hand printed and cut screen printed Atlas Moth patch on dark grey cotton. Each patch is hand cut and backed with interfacing to prevent fraying and make them a little more sturdy and easier to sew. These measure approx. 40cm across the top of the wings, they're huge! They look best or a denim or leather jacket. Due to the nature of the screen printing process each of these patches is a little different but if you're cool with that, I'm cool with that.Any questions, drop me a message, cheers!These patches are shipped in poster tubes to stop them being creased!            
        "
"174"," $15.00 USD","
                            Our special crossover, inspired by our love for Mad Max and Rick & Morty, comes the best of both worlds - our original parody-mashup; Mad Mort & Immortan Rictus!(1) 3.5"" x 3.5"" ""Immortan Rictus"" embroidered patch (1) 2.5"" x 2"" ""Mad Morty"" embroidered patch(1) 6.5"" x 4.5"" backboard Details -Iron-On Backing (can be sewn-on for permanent application)Both patches are high-quality with 100% embroideryShipped and sealed in a protective polybag with application instructions.#WitnessMeseeks            
        "
"175"," $4.64 USD","
                            This is a lovely patch from a clip of the labyrinth movie. David bowie. It is overlocked so can be seen where ever you wish. It is handprinted onto cotton fabric.            
        "
"176"," $9.00 USD","
                            Glow in the dark 3D PVC patch with Velcro backing.  Be Batman            
        "
"177"," $6.00 USD","
                            This fabric back patch features all original hand drawn artwork of an elaborate floral mandala. It measures approximately 12 by 12 inches including healthy, rough cut, margins on all sides. The design is a hand pulled screen print in white non-toxic water based ink on a black colored fabric. Heat set and machine washable. We recommend sewing the patch onto the intended garment prior to washing in order to prevent excessive fraying. All patches in our shop are now shipped first class USPS with tracking in 100% recycled manila envelopes.            
        "
"178"," $3.99 USD","
                            Face With No Good girl emoji Patch Embroidered Face Iron on Patch Bag Patches❤High Quality Embroidered Patch❤Iron On / Sew On❤Great for hats, bags and jackets❤Made Tough and Durable----------------------------------------------------------------QUESTIONS?If you have questions about the products, please contact us, I am available around the clock. Etsy apps are awesome and I get your messages right away. ----------------------------------------------------------------How to Apply a PatchEach patch has an iron-on backing for an easy application. All you need is an iron and a towel or a cloth. Iron (highest temperature setting) the side of the bag/jacket to make sure it's warm, place the patch where you want to attach it and over a cloth or a towel make a few rounds of ironing the patch on. For more security and longevity, you can take the patch to your nearest dry cleaner or just sew it on yourself around the edges. ----------------------------------------------------------------            
        "
