"","pprice","pdescrip"
"91"," $63.08 USD","
                            PLEASE NOTEDue to high demand, new orders will approximately be shipped mid-January 2016The latest edition in the Tom Hope family is a powerful combination of gold coloured whipping twine and sterling silver dipped in 24K gold. The bracelet exudes confidence and the yellow golden shimmer with the matching waxed whipping twine makes this the finest bracelet we have ever made, and a really special accessory. Like all our bracelets the Tom Hope 24K is handcrafted to perfection in Sweden.• Unisex• 3 mm trim line of polyester, UV stabilized• String and wear resistant waxed whipping twine• Pure Sterling silver• Enduring when exposed to the elements• Free from nickel and ledSIZE CHARTFor proper sizing, we recommend using a tape measure and measuring the circumference of your wrist just above the hand. Place your smallest finger between your wrist and the tape measure to allow for slack. For details and a printable ruler, see our sizing page. - Extra Small (XS): 15 cm - 16.5 cm / 6.3” - 6.5”- Small (S): 16.5 cm - 18 cm / 6.5” - 7.1”- Medium (M): 18 cm - 19.5 cm / 7.1” - 7.7”- Large (L): 19.5 cm - 21 cm / 7.7” - 8.3”If you have any questions, please do not hesitate to contact us.            
        "
"92","7.00","
                            Aventurine is a form of quartz and can range in color from light green to dark green. Quantity: Sold as 1 pair (2 pieces)Style: round cut plug, 2 sides flatFlare: Double flare (saddle)Width:  13mm (+/- 1mm)Size: Size ordered is wearable area +/- 1mm, flares will be 1-2mm larger than size ordered*Natural stones will vary in color and pattern, the pair you receive may not look exactly like the photo.  Please see the additional photo that shows some variation ranges amongst the available sizes*****We now have GIFT WRAPPING options available.  Please check out our listing to add on a gift box http://etsy.me/1KyNEDE****            
        "
"93","28.00","
                            Simple, Delicate Crescent Moon Necklace in 14k Gold Fill, Sterling Silver or Rose Gold Fill.  The Small Moon has a subtle hammered finish and hangs from beautiful, strong, dainty chain.  You can choose to purchase the moon necklace only, or a set of 2 necklaces to layer as shown in photo #1.NECKLACE: ""to the moon""-  All components are sterling silver, rose gold fill or 14k gold filled.-  Top Quality USA made materials-  Hand-hammered little moon pendant-  Comes in a cute little package ready for gift giving (see note in last photo)………………………………….LENGTH:- Select the Length you want for the MOON NECKLACE- Photo 1 & 3: Moon Necklace is Shown at 18"" (model has a small neck)- Photo 2: Shown at 21""………………………………….SET OF 2:Photo 1: The Moon is shown layered with a plain, delicate chain at 16""* If you choose the option for the set of 2 pcs, you will receive a separate, delicate chain 2"" shorter than the length you select for your moon necklace.  ………………………………….WAYS TO PERSONALIZEAdd a Chain Extender:https://www.etsy.com/listing/211472191/make-your-necklace-adjustable-in-lengthAdd a Tag at the Clasp:https://www.etsy.com/listing/198016115/personalized-tiny-bar-tag-add-onAdd a Gemstone Drop or Link:https://www.etsy.com/listing/197696527/customize-your-necklace-or-bracelet-with………………………………….CURRENT PRODUCTION TIMESAll items are made to order so please check the top of our policies page for the most up to date production and delivery times. If you need it sooner, please send us a message on Etsy :)………………………………….EXPEDITED SHIPPINGYou will be able to choose faster shipping options in the drop down menu when you check out. Ship times do NOT include production times (please see above). However, if you select expedited shipping, we will try to get your order done faster.………………………………….GIFTSIf certain pieces are intended as gifts, please leave us a note in the message box when you check out…that way we can include extra blank gifting cards for you!………………………………….PLEASE READ OUR POLICIEShttps://www.etsy.com/shop/LayeredAndLong/policy………………………………….ENTER OUR SHOP HERE for more fabulous jewelry : http://layeredandlong.etsy.com ………………………………….14k GOLD FILL Gold filled components contain 100+ times more real gold than gold plated components and are very durable and tarnish resistant. Gold filled jewelry is a beautiful, affordable alternative to solid gold, and can be worn by people with sensitive skin.………………………………….ABOUT L+LAll our work is made with love in our La Conner, WA studio. When you purchase a piece from Layered + Long, you can know that you’re getting quality hand-crafted jewelry that’s made by people who really care. While all jewelry is fragile, we are diligent with our craftsmanship. We love our customers and will make sure you’re well taken care of. ………………………………….INSIDE SCOOPInstagram: http://instagram.com/layeredandlong (@layeredandlong)Facebook: https://www.facebook.com/LayeredandLongPinterest Page (NEW!): https://www.pinterest.com/layeredandlong/            
        "
"94","75.00","
                            Raw Aquamarine Necklace, Raw Stone Jewelry, Bohemian Jewelry,Aquamarine Raw Crystal Necklace, March Birthstone,Gold Necklace By Inbal Mishan.A  beautiful piece of Aquamarine with gold On top, perfect for layering,but have the statement of its own...♣ Gemstone: raw Aquamerine.♣ Pendent size: 1.5 inches, 4 cm. ♣ Length: please choose in drop down manu.♣ Metal: 24K Gold plate over brass.♣ Beautifully packaged, ready for gift giving.♣ Each piece is MADE BY HAND soldering technique.*********************************************************SHOP INBAL MISHAN: http://www.inbalmishan.etsy.com*********************************************************Thank you,InbalItems will be sent via registered airmail and take approx. 14-21 days to arrive.express mail Via E.M.S, is available for extra charge at checkout.            
        "
"95","28.00","
                            >>>This listing is for ONE Ring<<< If you want several, you'll need to add them to cart individually.See ★ORDERING DETAILS ★ below prior to purchase for easy ordering instructions.The heart ring does not come with hand personalization. We can do it, but you'll need to convo us first so we can tell you the price.With the exception of the heart ring, personalize your ring with a 7-character name or a word to inspire!!  This makes the perfect gift or gift to self! The word serves as a love note to carry with you always. Convo us if you wish to personalize your ring with more characters or with dates or additional words! If you want more than one ring, add them individually to cart to create your own unique stack! NEW UPGRADE!!! >>> Now you pick the FONT. See pic 5 and Ordering Details below for specifics.Order your 1/8"" wide, flat hammered 10 GA personalized ring in either BRUSHED base metal or POLISHED fine metal. The fine metal rings are made out of Recycled Sterling Silver (SS), Gold Filled or Rose Gold Filled.The base metal rings are made out of German silver (GS), Red Brass or Copper.If you order in base metal, the rings will be BRUSHED. If you order in fine metal the rings will be POLISHED. ★NOTE - the HEART RING is offered in base metal, German silver (GS), with a copper heart or fine metal, Recycled Sterling Silver (SS), with a copper heart. If you want it in other metals with other colored hearts, we can do that, too! Simply convo us for creating your own lovely DIY treasure!Rings pictured in brushed base metal. Fine metal will be polished  and more subdued in color hue.The rings in the first picture are as follows:*valerie* is on brushed copperthe heart ring is brushed german silver (GS) and copper*michael* is on brushed brassfont: tiny dancer★PLEASE NOTE★>>>This listing is for ONE Ring<<< If you want several, you'll need to add them to cart individually.Base metal rings offer a great cost savings to fine metal but some things should be noted. Please read details below under ★metals & sealants★ to be sure base metal is the way to go for you. Base metal has been shown to discolor skin in some people and base metal tends to age (tarnish) more rapidly than fine metal. We here at AWD love base metal. As it ages the hammer strokes become more visible and the piece becomes more rustic.If this is at all a concern to you, you may want to consider the fine metal upgrade. ★ORDERING DETAILS ★1. Add each ring to cart ONE AT A TIME. In the first drop down menu select the type of metal and the font (see pic 5).In the second drop down menu select the size (see below for sizing this stack). Then add to cart.You will do this for each ring, adding each individually to cart. 2. When you have added all the rings you want, add your customization (please keep characters to under 7 - if you need more convo me prior to purchase) in the comments portion of the order ... so here's an example:Ring #1 - Copper - Name to engrave - Amy - FONT = typewriterRing #2 - German Silver - Name to engrave - Joey - FONT = STANDARDRing #3 - Brass - Name to engrave - Jess - FONT = tiny dancerEtc Etc★NOTE - the HEART RING is offered in base metal, German silver (GS), with a copper heart or fine metal, Recycled Sterling Silver (SS), with a copper heart. If you want to personalize the heart ring we can do that, but you'll need to convo us first.★SIZING DETAILS★If you plan to stack up more than 3 we do suggest upsizing from your normal, narrow width sizing. What we mean by that is each ring is made true to US Ring Standards but when they stack up they turn into a wide banded ring. We find that most people benefit from upsizing for wide banded rings which requires going up 1/2 - a full size from your normal ring size for the most comfortable fit. The more you stack up, the more sizing up benefits most of our customers. Please note, however, that the size needs to be your call. We cannot be held responsible for miss-sized rings. If you do find you ordered the wrong size, there will be fees to resize to fit properly. Our recommendations on upsizing on are only that, recommendations. Best bet is to note that each ring measures 1/8"" wide. Depending on how many you order, you'll want to add them up. So if you order 3 rings, it will stack up to around 3/8"" wide. Then go to a jeweler and get sized for a ring that is that wide. That's the best way to ensure proper fit.★ IMPORTANT SHIPPING & PRODUCTION DETAILS!! ★**All of our pieces are made-to-order from scratch. **NORMAL PRODUCTION - Once we receive your order, it goes immediately into the normal production queue which is on average 5 business days but can be longer depending on our load. Please see our policy section for our most up-to-date production lead time.**RUSH PRODUCTION - If your order is time sensitive and you need it quick domestically or internationally, we offer RUSH PRODUCTION for $20 which is max 3 business days in production. Please send me a convo if you're interested in this in-house upgrade and we'll create your custom listing. Please note this is not a shipping upgrade. If you need to upgrade shipping, you'll want to select the method that suits your needs best at checkout.**DOMESTIC SHIPPING - For domestic orders, if you select standard shipping at checkout it will be shipped with tracking via first class USPS mail which typically, but is not guaranteed, takes 3 business days to arrive at its location. Priority Mail tends to arrive slightly faster than standard first class mail but it also is not guaranteed. If you want it fast or guaranteed, consider upgrading your shipment to FedEx at checkout.**INTERNATIONAL SHIPPING - For international orders, if you select standard shipping it can take up to 6 weeks to arrive so please plan accordingly. Also standard shipping packages are NOT tracked beyond the US border. If you need it fast, or want it guaranteed with door-to-door tracking, please select FedEX at checkout.**Please see our policy section on shipping times, production turnaround and all other details pertaining to your order prior to placing your order:https://www.etsy.com/shop/amywaltz/policy?ref=shopinfo_policies_leftnav★ metals & sealants ★We work with high-quality, lead-free metals and low VOC, eco-friendly sprays and sealants. We use fine metals, recycled metals, gold-filled metals, base metals, and alloys. For a breakdown of the content of our metals, please see our policy section under OUR PROCESS: https://www.etsy.com/shop/amywaltz/policy?ref=shopinfo_policies_leftnav. Please see this section prior to making a purchase, especially if you have allergic tendencies.            
        "
"96","25.00","
                            Personalized Name Necklace - Custom Name Necklace - Gold Name Necklace - Personalized JewelryMaterial: 925k Sterling Silver (color Silver) - 14k Yellow Gold (color Gold)Please send your desired ( Name ) with a message.♥ All jewelry will be prepared and shipped within 1 or 3 business days ♥♥ Worlwide TNT Express Shipping ♥ ♥ United States 3-4 Days♥ Europe 1-3 Days♥ Australia 3-5 Days♥ Canada 3-4 Days            
        "
"97","22.00","
                            PLEASE READ ENTIRE LISTING!!¨¨¨¨°ºૐº°¨¨¨¨°ºૐº°¨¨¨¨°ºૐº°¨¨¨¨°ºૐº°¨¨¨¨This listing is for bicep measurements 12"" & UnderIf your bicep measurement is 12""+ please convo me¨¨¨¨°ºૐº°¨¨¨¨°ºૐº°¨¨¨¨°ºૐº°¨¨¨¨°ºૐº°¨¨¨¨This gorgeous armcuff is created with brass (also available in silver or copper) hammered for a beautiful texture and adorned with an gorgeous aqua faceted glass beads.  The colors available are on the last picture.  Please leave a note at checkout which color you want if you do not and do not respond to my communications I will  create it in Aqua (shown in picture)I can do different colored beads, just convo me and we will work something out together!Beadiful Expressions armbands are created from sturdy quality metals and are not flimsy and will not bend or break. They are created to custom fit YOU, they are not one size fits all, so satisfaction is guaranteed!A wonderful compliment for your summer attire or really anytime of year!¨¨¨¨°ºૐº°¨¨¨¨°ºૐº°¨¨¨¨°ºૐº°¨¨¨¨°ºૐº°¨¨¨¨CHECK OUT All My Other Arm Bands:http://www.etsy.com/shop/beadifulexpressions?section_id=6383475¨¨¨¨°ºૐº°¨¨¨¨°ºૐº°¨¨¨¨°ºૐº°¨¨¨¨°ºૐº°¨¨¨¨♥ SIZE ♥I CANNOT ship till you notify me of your size.You need to convo me to let me know the circumference of your bicep while relaxed. The cuff has movement but its best to fit to your size. To measure - bend arm at torso, measure around where the arm cuff would be worn. Do not flex!Make sure you measure CORRECTLY, once made for you, its yours. ;-) (see store policies)♥ COLOR ♥Please let me know which color bead you want, I will make an effort to contact  you but if I do not hear from you I will ship the color in the picture!!! (Aqua) :-)            
        "
"98","9.99","
                            Get in the shower and buy this brooch if it all goes wrong.This illustrated Matt Healy brooch/charm is the perfect accessory for the fan of The 1975 in your life!This item can be purchased as either a brooch, charm or charm necklace. If you decide to purchase the necklace, please send me the desired length of chain (16"" to 36"" inches) in ""message to buyer"" when purchasing. Thank you!The brooch/charm is taken from my own illustration, then printed on crisp, white plastic and sealed with an acrylic sealant. Although there is a clear coating, I still recommend you take very good care of it and keep it dry.-DETAILS OF CHARM--1"" x 1"" inches -illustrated print shrink plastic charm-metal brooch pin/ hook affixed to back-sealed with a clear acrylic protective coating*Due to the nature of shrink plastic, there may be some very minor defects, however this adds to the overall look of the brooch/pendant*All brooches/charms are packaged carefully to ensure safe delivery.-See my other merchandise at the link below-https://www.etsy.com/listing/200646769/louis-tomlinson-one-direction-1d?ref=shop_home_active_22-Check out my shop at the link below!-https://www.etsy.com/shop/DunkleeandThames?ref=l2-shopheader-name-I absolutely LOVE custom requests! Please message me, I would be happy to make your ideas come to life!-© Drawn by Erica Hamilton. 2015. All Rights Reserved.            
        "
"99","12.00","
                            Tiny Gold Stud Earrings Circles . Ava These are gold plated brass flat circle stud earrings on stainless steel posts with backs gold plated brass backs. Stainless steel is great for sensitive skin. They measure 5mm. Simple. Beautiful.Gold stud earrings are a simple way to add chic to any look.  Throw these tiny studs on with your favorite pair of jeans or accent them with a little black dress for a night out.  wild juniper accessories will enhance your everyday style. Each piece is carefully designed & handcrafted. These earrings come packaged in a gift box. PLEASE CHECK OUT OUR CURRENT PROCESSING TIMENeed it to go out faster? Just modify your shipping at checkout.▼ more stud earrings ▼ http://etsy.me/1mjyOdb▼ more gold stud earrings ▼http://etsy.me/OafRL8polishing cloths are available for easy jewelry cleaning: http://etsy.me/1k2KaPVCustomers say: ""Just what I wanted! These earrings shipped and arrived in a timely manner and I get compliments all the time. They're great every day earrings that go with anything!""For further information regarding your purchase please check out our shop policies: http://www.etsy.com/shop/wildjuniper/policywild juniper. inspiring the everyday you. enter our shop here: http://www.wildjuniper.etsy.com            
        "
"100","10.00","
                            Nipple ring nipple jewelry with turquoise gemstones on the ball ends. 14 gauge nipple jewelry, and barbell is 9/16"" long or 14mm. Turquoise ball ends are 6mm. You choose whether you want a single nipple bar or a pair from the drop down box. All orders arrive in a gift box.For more nipple piercings:https://www.etsy.com/shop/MidnightsMojo?section_id=13846852&ref=shopsection_leftnav_9For tragus, body piercings, and belly button rings:http://www.etsy.com/shop/MidnightsMojo?section_id=11272553To see dream catcher necklaces and bracelets:http://www.etsy.com/shop/MidnightsMojo?section_id=10745497To see more items in my studio:MidnightsMojo.etsy.com            
        "
"101","210.00","
                            COBRA is a ring inspired by the Egyptian goddess Wadjet.I have been drawn since childhood to ancient Egypt. With its immensely powerful pharaohs and a pantheon of fascinatingly named hybrid gods, this world represented for me a byword of mystery, esotericism, adventure and great treasures.The Cobra ring celebrates this passion and is part of a collection of Egytian jewelry dedicated to this theme. Wadjet, a patron goddess, was associated with the land and depicted as a snake-headed woman or an Egyptian cobra, a venomous snake common to the region.The ring is made of sterling silver, hand polished to a shiny finish and plated with a thick layer of 18k gold.The ring is available with yellow or rose gold plating.It is set with black zircons for the eyes, and a synthetic red ruby.We also offer the ring in sterling silver (as can be seen in the hand photos), and with a variety of other gemstones. Contact us for more details.HEIGHT of the Cobra - 26mm (1 inch)Band's WIDTH - 5mm (0.2 inch)The ring is custom-made to your ring size.The ring is sent beautifully gift-wrapped.Our standard shipping is with Registered Airmail with tracking code, a 2-3 weeks delivery service.We also offer express shipping with FedEx - a 2-5 day express, insured, door-to-door delivery service.----------------------------------------------------Our shops:http://www.aroshataglia.etsy.com - Fine Italian Silver Jewelryhttp://www.arosha.etsy.com - Engagement, Wedding and Gold, Fine Italian Jewelry----------------------------------------------------#G415            
        "
"102","45.00","
                            A bracelet designed to integrate your always needed hair tie elastic with stylish jewelry. The solution to dressing up the ugly hair tie on your wrist!- Stainless steel material available in silver finish- Fits wrists up to 6.75” in circumference- Bracelet comes with a black hair tie elastic and white jewelry box- Bracelet can accommodate both skinny and thick hair tie elastics Please check out our website: www.mariashireen.com for more styles and finishes!THE STORY:The bracelet started as a present designed and created by my husband (then boyfriend).  The ever-observant engineer that he is, noticed my habit (a basic necessity!) of wearing a hair elastic band around my wrist so that I could tie my hair back at work. The problem was the elastic band was an eye sore and it left a dent around my wrist. My husband decided to solve the problem, and did it with style! He created a bracelet that eliminates the pressure from the elastic around the wrist and makes the hair tie look like a stylish bracelet by creating a channel that holds the hair tie in place.  The idea was so simple, but so unique that he currently holds a US patent for the design!The bracelet was created to solve the common beauty etiquette dilemma, avoid getting the painful elastic band indention, and ensure your necessary hair accessory remains easily reachable.  The bracelet has not left my wrist since I got it, because I have a functional need for it!   We have made them for all our friends, family and others through word of mouth who all wear the bracelet everyday.  It has grown so popular that we decided to make more bracelets for purchase so that you too can wear your hair elastic with ease and style!INTERNATIONAL CUSTOMSPlease note if you reside outside of the United States you may be responsible for a customs charge from your country.  The price you pay on Etsy covers the bracelet, packaging, and postage fees.  It does not cover customs that your country may add and BitterSweet bracelet will not reimburse you for these charges.  Please contact  bittersweet.customerservice [!at] gmail.com with any questions.            
        "
"103","6.00","
                            The bracelet is handmade. It is double sided  bead. One side of the bead has the image of  Pope John Paul II, The other side has the image of Pope Francis. Medal is made out of Silver oxidized.String from the bracelet will not damage when it makes contact with water.Perfect everyday use item.The size is referred to your wrist size.            
        "
"104","17.95","
                            Whole World Charm Necklace - 925 Sterling SilverBRAND NEW & GIFT-WRAPPEDNecklace Details:- 925 Sterling Silver Whole World Charm- Delicate 18"" 925 Sterling Silver Chain with Spring Clasp- (16"", 18"", 20"" chains available upon request at no extra charge)- Approximate Charm Size: (12 x 12mm) or (1/2 x 1/2in)- Charm & Chain Color: SilverQuick Shop Facts:- All orders are processed within 1 business day- All orders are shipped from Boston, MA, USA.- We collect Sales Tax on items shipped to: Massachusetts- Risk-Free 14-Day Return Policy- We stand behind our handmade products with a 100% GuaranteeCustomer Service:- 5am-8pm, EST, Monday thru Saturday- Please contact us with any questions you have!Copyright © 2001-Present, HELLOCHARMS™ and HelloCharms, LLC. All Rights Reserved.            
        "
"105","26.99","
                            Reg. $49.99. now $26.99 ! Make a great statement with this wicked tentacle ring! It looks so alive it might just reach out and grab you like a real octopus! The tentacles comfortably and lovingly caress your finger with life and movement. The ring is handmade and cast in sterling silver. **Because each piece has been hand carved in detail, no two pieces are exactly the same and yours may vary slightly from the images.***The bright contrasting suckers with the dark tentacles give it a wicked cool and industrial look.Sizes One size fits most (adjustable) 6 1/2 - 11 1/2 range**Please favorite my shop for updates and specials!***Note: The tentacle design on this ring is on the top half of the ring and does not go all the way around the ring.. The bottom half is smooth for wear. Shipping: FREE Shipping in the U.S. via Priority Mail with tracking included. (o)(o)(o)(O)(O)(O)(O)(O)(o)(o)(o)Thank you visiting my shop!            
        "
"106","26.95","
                            ✦ Mobile Shoppers < swipe > to see all photos ✦❀ Gift packaging included with every order! ❀♥  Ships Fast From Cary, NC  ♥♥ Call / Text (919)338-4522This necklace is handcrafted featuring a beautiful 14k gold filled angel wing charm adorned by a genuine freshwater pearl and petite gold filled disc, hand stamped with your initial. Made to order to your specified length with shiny 14k yellow gold filled chain and secure spring ring clasp.See more handcrafted  necklaces here:http://www.etsy.com/shop/CYDesignStudio?section_id=11784059~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~* See shop announcement for current processing times.* Please read our shop policies before ordering.We ship Monday thru Friday from North Carolina via USPS First Class with free tracking in the United States. Expedited shipping is available at additional cost. Custom orders are always welcome. Thank you for supporting independent artists.Please contact me if you have any questions, I'd be happy to help.Thanks!♥♥♥ Enter my shops here ♥♥♥Handcrafted Artisan Jewelryhttp://www.etsy.com/shop/CYDesignStudioWeddingshttp://www.etsy.com/shop/CYWeddingsJewelry Supplieshttp://www.etsy.com/shop/CYSuppliesFor Wholesale visit:http://www.yagmindesigns.com~~~~~~~~~~~~~~~~~~~~~~~~~~WE CARE:If you have any questions or concerns about your order, please send a convo to me via Etsy, prior to leaving feedback. I want to be sure you're happy with your order, and I'm happy to assist you.Thanks, Candice            
        "
"107"," $29.90 USD","
                            Serotonin Necklace, Serotonin Molecule Necklace, Chemistry Necklace - 925 Sterling SilverSterling silver  necklace  .You can purchase the item in sterling silver,18k yellow or rose  gold plated over silverPlease find the link below  for  other models of necklaces  in our shop:https://www.etsy.com/shop/deiajewelry?section_id=10949655&ref=shopsection_leftnav_2   SATISFACTION GUARANTEEDYou can return the item back with in 15 days(after  you received) if  you are not satisfied with  it, then we will make a full refund .SHIPMENT & DELIVERY This item will be prepared and shipped within 4-6 business  days. Delivery takes 10-12 business days via international registered mail with a tracking number. If you request 1-3 days DHL Express delivery, please upgrade shipping for an additional fee by purchasing the following listing: https://www.etsy.com/listing/229973231/dhl-express-delivery-worldwide?ref=shop_home_active_2For custom orders please contact with us.ThanksYOU CAN VISIT OUR SHOP:https://www.etsy.com/shop/deiajewelry?ref=shopsection_shophome_leftnav            
        "
"108"," $89.00 USD","
                            Flower Girl Basket and Pillow in ivory/cream and also available in white. I hand dyed flowers to make this beautiful blush set.  I loved designing this 'over the top' piece with lots of sparkle and pearls.   This set is classy and elegant and certain to catch the eye of everyone as your little attendants walk down the aisle.  do you have a custom color you'd like to add?  Just contact me.  The pillow measures 7 1/2"" square and the flower basket is 8"" tall and the basket is 4""x 5"". I embellished each piece with lots of chiffon and  tulle flowers accented with rhinestones and pearls. This listing is for basket and pillow  At this time it takes approx 3 weeks to make and ship.  Contact me if you would need it sooner and we can put a rush on it if possible.This listing is for 2 baskets and one pillow Each piece is available separately. MATCHING HEADBANDS (shown in pic #5)https://www.etsy.com/shop/nanarosedesigns?section_id=17572070&ref=shopsection_leftnav_8MORE FLOWER GIRL BASKET SETS!!!!https://www.etsy.com/shop/nanarosedesigns?section_id=12266024&ref=shopsection_leftnav_2To order just one basket --https://www.etsy.com/listing/187876584/blush-flower-girl-basketblush-flower?ref=shop_home_active_1PLEASE MAKE SURE YOU INCLUDE YOUR WEDDING DATE TO ASSURE DELIVERY IN TIME FOR YOUR BIG DAY!Check out some of our other designshttps://www.etsy.com/shop/nanarosedesigns?section_id=12266024Are you following us on Facebook for new items and specials?♥♥♥ http://www.facebook.com/nanarosedesigns♥♥♥ http://nanarosedesigns.com/blog/♥♥♥ Tweet us @NanaRoseBowsATTENTION: My items are handmade and some are embellished with small jewels, pearls, etc. These may pose a choking hazard. Please do not leave children unattended while wearing them.            
        "
"109","3.50","
                            Sterling silver Extender chain - Your choice of length - Your choice of lobster or spring ring clasp. Dainty style so perfect for dainty and light style jewelry. Add to an existing sterling silver chain and give more wearing options!  Extender for sterling silver chains (NOT intended for white gold or platinum). NOT intended for heavy style jewelry and NOT for expensive/fine jewelry. NOTE: PLEASE SEE SHOP HOME PAGE FOR CURRENT PRODUCTION TIME AND VACATION NOTICES. http://www.etsy.com/shop/filigreepheasantPHOTOS AREA NOT ACTUAL SIZE ♦End to end length is approximate. NOTE: Please allow for a variance of 1 - 2 mm for end to end length.  Thank you!     Please see drop down menu for corresponding prices for each length.♦NEW - Segmented style!  Approx. 3 1/8"" overall length with a connection loop in the middle of the chain.  NOTE: Works best with the medium cable chain option.♦Your choice of necklace chain style and clasp style.  See photo #2 and #3.♦Your choice of lobster clasp (10.5mm)  or spring ring clasp (5.5mm).  See photo #2. Connection rings (rings between chain and clasp and chain and end loop) will be either semi round or oval and will be soldered closed with lead free silver color solder. *>Extender for sterling silver chains and for dainty style jewelry.  Not intended for heavy style jewelry. Not intended for expensive/fine jewelry.  Not intended for as an extender for white gold or platinum chains. <Add on items do not come in a gift box. To see all Filigree Pheasant jewelry click on the link below.http://www.etsy.com/shop/filigreepheasantThanks for shopping~♥~            
        "
"110"," $24.00 USD","
                            Mermaid Necklace In Silver.This necklace is made from antique silver finish double sided mermaid pewter pendant 1"" tall, round amazonite gemstone bead 6mm in diameter baby blue color, silver plated chain and silver plated findings.  The length of the chain is 18"" and it has hook and eye clasp on a back.NOTE: The color of the stone vary from very pale blue to darker baby blue.Check out my store to see more of my creations http://www.etsy.com/shop/anechkasjewelryThank you for looking!            
        "
"111"," $16.00 USD","
                            Ready to ship worldwide!Crochet necklace.Length: 52 cm (20.8 inches) + ties 28 cm (11.2 inches) on each side.Flower size:4 small flowers: 3 cm (1.2 inches).3 medium sized flowers: 4 cm (1.6 inches).100% cotton.Feel free to ask me any questions.Ready to ship in 2-3 business days.Accepting only PayPal.Etsy guide on how to purchase items with a credit card through PayPal: https://www.etsy.com/help/article/361The list of items will be growing so stay tuned.Thank You.            
        "
"112","16.50","
                            Africa necklace cutout in sterling silver by IvyByDesign on Etsy.Heart is located in South Africa but can be moved to any place you wish or removed! Just tell me where you'd like it placed in the Note to Seller box at checkout.Add a personal touch with the engraving option! Names, dates, short phrase, coordinates - leave your choice in the Note to Seller at checkout.Please Note: Engraving is NOT referring to the heart - the heart is cutout; thanks!Looking for just South Africa? https://www.etsy.com/listing/254059067-------------------------------------------PROCESSING TIMEWe ship out in 1-2 business days!During holidays, check shop banner for shipping deadlines.-------------------------------------------ORDERING INSTRUCTIONSClick ""Add to Cart"".Use the Note to IvyByDesign box to tell me: * Location for the heart (it can also be removed), if you would like one* Words or Numbers to engrave, if you chose that option* Location for engraving – front or back of pendant (we will place on back if you don't specify)* Engraving Font https://img0.etsystatic.com/045/2/9284858/il_570xN.741320192_5n4b.jpg (we will use Casual if you don't specify)-------------------------------------------ENGRAVING FAQsAdd a personal touch! Names, dates, short phrase, coordinates - leave your choice in the Note to Seller at checkout.Please Note: Engraving is NOT referring to the heart - the heart is cutout; thanks!We will contact you if your choice does not fit as each pendant is uniquely shaped. The average max character lengths are shown below:1 inch pendant - max of 25 characters3/4 inch pendant - max of 15 characters1/2 inch pendant - max of 10 charactersWe cannot usually engrave on both the front and back-please contact us if you want this and we'll let you know if it's possible and any additional charges.-------------------------------------------PRODUCT FAQsMetal Type: 1/2 inch pendants are 22 Gauge 925 Sterling Silver; ¾ and 1 inch pendants are 24 Gauge 925 Sterling Silver Chain: Sterling silver cable chain finished with sterling silver lobster clasp-------------------------------------------ADD-ONSWant some color? Add a Swarovski Crystal: https://www.Etsy.com/listing/209029140-------------------------------------------MORE FAQsIvyByDesign is a sister shop of DistinctlyIvy - a top 10 Etsy shop with 100,000 sales! We are owned by the same people and have the same desire to ship quality items quickly to our customers.All items will be shipped together in One Gift Box to maintain our low shipping prices.  Please order any additional boxes here: https://www.Etsy.com/listing/182918185Order a *Personalized* Gift Box here: https://www.Etsy.com/listing/204738274Questions? Ask us - we answer very quickly!POLICIES - Please read before purchasinghttps://www.Etsy.com/shop/IvyByDesign/policy-------------------------------------------SOCIAL MEDIA / MORE LINKSCountry Necklaces ► https://www.Etsy.com/shop/IvyByDesign/search?search_query=country+necklacesMy Shop ► www.IvyByDesign.etsy.comFacebook ► http://www.Facebook.com/IvyByDesignInstagram ► @IvyByDesignJewelry-------------------------------------------©2009 - 2016 IvyByDesign - All designs, photos, and descriptions are copyright of IvyByDesign and photos may not be used without prior written permission.            
        "
"113","23.38","
                            Personalized Locket, Custom Date Locket Necklace, Initial Locket Necklace, Personalized Jewelry, Anniversary Necklace, Gold Locket PendantDESCRIPTION AND DETAILS:This elegant necklace is made with a gold plated brass chain and brass metal locket pendant with hand stamped letters and date inside. The letters are blackened (oxidized) and measure 3mm. The locket pendant and measures 25 mm.The length of the necklace is to be chosen from; the available lengths are 18, 20, 22, 24, 26, 28, 30 or 32 inches. * At the checkout please add a message with your chosen note to do inside of the necklace. Example, ""A + C"".The locket is hand stamped with up to 10 - 14 characters (max. 4 - 7 in line). [4 characters can fit on both top and bottom, 7 in the middle.]Add a Swarovski birthstone charm:https://www.etsy.com/listing/168034140/swarovski-charm-on-gold-filled-jump-ring?ref=shop_home_active_4https://www.etsy.com/listing/217403759/swarovski-pearl-swarovski-dangle-pearl?ref=shop_home_active_5GIFT:This necklace would make a wonderful, personal gift! It’s simple and yet elegant, and it is beautifully made.PACKAGING: All items are boxed and carefully wrapped up to ensure a safe delivery. The box is very elegant and ready to give as a gift.Please read my shop policies before you place your order:https://www.etsy.com/shop/JewelleryJKW/policy?ref=shopinfo_policies_leftnav            
        "
